disease	sampletype	gene_a	refseq_a	chr_a	position_a	gene_b	refseq_b	chr_b	position_b	Discordant_readcount	TARGET_CASE_ID	strand_a	strand_b
ALL	diagnosis	TEK	NM_000459	chr9	27220051	TEK	NM_000459	chr9	27223257	19	10-PAPIDY	+	+
ALL	diagnosis	PAX5	NM_016734	chr9	36929051	PAX5	NM_016734	chr9	37030699	200	10-PAPIDY	+	+
ALL	diagnosis			chr12	11792941	ETV6	NM_001987	chr12	11804515	35	10-PAPIDY	+	+
ALL	diagnosis	NFE2	NM_001136023	chr12	54692010	COPZ1	NM_016057	chr12	54719005	158	10-PAPIDY	+	+
ALL	diagnosis	ZMYM2	NM_001190964	chr13	20571156	ZMYM2	NM_001190964	chr13	20601176	21	10-PAPIDY	+	+
ALL	diagnosis			chr15	92293830	DSCR4	NM_005867	chr21	39431950	6	10-PAPIDY	-	-
ALL	diagnosis	MED24	NM_001079518	chr17	38176094	MED24	NM_001079518	chr17	38178196	122	10-PAPIDY	+	+
ALL	diagnosis			chr20	10415641	SLX4IP	NM_001009608	chr20	10456215	57	10-PAPIDY	+	+
ALL	diagnosis	ITPRIPL1	NM_001008949	chr2	96991557			chr2	97058639	135	10-PAPIGX	+	+
ALL	diagnosis	MANBA	NM_005908	chr4	103655214	UBE2D3	NM_003340	chr4	103747050	79	10-PAPIGX	+	+
ALL	diagnosis	ARMC2	NM_032131	chr6	109292736	SESN1	NM_014454	chr6	109330342	71	10-PAPIGX	+	+
ALL	diagnosis	PAX5	NM_016734	chr9	37034193	ZCCHC7	NM_032226	chr9	37257776	52	10-PAPIGX	+	+
ALL	diagnosis	WAC-AS1	NR_033805	chr10	28821260	WAC	NM_016628	chr10	28848018	69	10-PAPIGX	+	+
ALL	diagnosis	ZNF384	NM_001039916	chr12	6794852	EP300	NM_001429	chr22	41528677	42	10-PAPIGX	-	+
ALL	diagnosis	ELF1	NM_001145353	chr13	41553358	ELF1	NM_172373	chr13	41591888	36	10-PAPIGX	+	+
ALL	diagnosis			chr13	48716186	NEK3	NM_001146099	chr13	52722797	21	10-PAPIGX	+	+
ALL	diagnosis			chr14	106382715	ZBTB7A	NM_015898	chr19	4065285	22	10-PAPIGX	-	-
ALL	diagnosis	DNM1P46	NR_003260	chr15	100339944	DNM1P46	NR_003260	chr15	100340418	6	10-PAPIGX	-	-
ALL	diagnosis	PARD6G	NM_032510	chr18	77998081			chrM	2344	3	10-PAPIGX	-	-
ALL	relapse			chr1	204330971	JAZF1	NM_175061	chr7	28198476	14	10-PAPIJB	-	+
ALL	relapse			chr6	26041051	HFE	NM_000410	chr6	26095146	27	10-PAPIJB	+	-
ALL	diagnosis	RAF1	NM_002880	chr3	12696232			chr10	101851838	22	10-PAPIJB	+	+
ALL	diagnosis			chr6	26040899	HFE	NM_000410	chr6	26095146	16	10-PAPIJB	+	-
ALL	diagnosis	PAX5	NM_016734	chr9	36863464	PAX5	NM_016734	chr9	36951808	3	10-PAPIJB	+	+
ALL	diagnosis	ETV6	NM_001987	chr12	11858904	ETV6	NM_001987	chr12	12037190	19	10-PAPIJB	+	+
ALL	diagnosis			chr2	43199285	THADA	NM_001083953	chr2	43595918	28	10-PAPIJM	+	+
ALL	diagnosis			chr2	43413477	ZFP36L2	NM_006887	chr2	43453151	65	10-PAPIJM	+	+
ALL	diagnosis	CERS6	NM_203463	chr2	169357347	SPATA13	NM_001166271	chr13	24848457	52	10-PAPIJM	-	+
ALL	diagnosis	LINC00879	NR_015400	chr3	94678748	LINC00879	NR_015400	chr3	94682966	11	10-PAPIJM	+	+
ALL	diagnosis	CD200	NM_001004196	chr3	112053654			chr3	112218474	64	10-PAPIJM	+	+
ALL	diagnosis	HLA-DRA	NM_019111	chr6	32408817			chr6	32426516	12	10-PAPIJM	+	+
ALL	diagnosis	GUCA1A	NM_000409	chr6	42134179			chr6	42521356	41	10-PAPIJM	-	+
ALL	diagnosis	TRAF3IP2-AS1	NR_034108	chr6	111805500	TRAF3IP2	NM_001164281	chr6	111926844	63	10-PAPIJM	+	+
ALL	diagnosis	NAV3	NM_014903	chr12	78336363			chr12	78849624	27	10-PAPIJM	+	+
ALL	diagnosis	MAN1A1	NM_005907	chr6	119521065	MAN1A1	NM_005907	chr6	119667695	49	10-PAPIKG	+	+
ALL	diagnosis	IKZF1	NM_006060	chr7	50412894	IKZF1	NM_006060	chr7	50463632	56	10-PAPIKG	+	+
ALL	diagnosis	ABL1	NM_007313	chr9	133695391	BCR	NM_004327	chr22	23590908	76	10-PAPIKG	-	-
ALL	diagnosis	SYT12	NM_001177880	chr11	66810745	C19orf24	NM_017914	chr19	1276219	54	10-PAPIKG	-	-
ALL	diagnosis	CHKA	NM_001277	chr11	67842774	C19orf25	NM_152482	chr19	1478829	51	10-PAPIKG	+	+
ALL	diagnosis			chr11	68635156	BTBD2	NM_017797	chr19	1987794	16	10-PAPIKG	-	+
ALL	diagnosis			chr11	71913889	P2RY6	NM_004154	chr11	72990746	29	10-PAPIKG	+	+
ALL	diagnosis	CHST11	NM_001173982	chr12	104852492	CHST11	NM_001173982	chr12	105043420	74	10-PAPIKG	+	+
ALL	diagnosis	GPN3	NM_001164372	chr12	110895519	FAM216A	NM_013300	chr12	110907200	22	10-PAPIKG	+	+
ALL	diagnosis	EFTUD2	NM_001142605	chr17	42963391			chr19	1503288	17	10-PAPIKG	+	-
ALL	diagnosis	MAPT	NM_001123066	chr17	44038027			chr19	1502651	14	10-PAPIKG	-	+
ALL	diagnosis	BOK-AS1	NR_033346	chr2	242485368			chrM	16212	3	10-PAPIRZ	+	+
ALL	diagnosis	C5orf49	NM_001089584	chr5	7849479	FOCAD	NM_017794	chr9	20814012	32	10-PAPIRZ	-	-
ALL	diagnosis	PSD3	NM_015310	chr8	18695566	DMRTA1	NM_022160	chr9	22449272	22	10-PAPIRZ	-	+
ALL	diagnosis	PSD3	NM_015310	chr8	18719103			chr8	19027749	18	10-PAPIRZ	+	+
ALL	diagnosis	ERMP1	NM_024896	chr9	5802389	TJP2	NM_001170414	chr9	71854979	15	10-PAPIRZ	+	-
ALL	diagnosis	MPDZ	NM_003829	chr9	13155447			chr9	30765238	18	10-PAPIRZ	+	+
ALL	diagnosis			chr9	22585171	TRPM3	NM_001007470	chr9	73403622	17	10-PAPIRZ	-	+
ALL	diagnosis			chr22	23199160	IGLL5	NM_001178126	chr22	23236035	14	10-PAPIRZ	+	+
ALL	diagnosis			chr1	68155507	GNG12	NM_018841	chr1	68220323	106	10-PAPISG	+	+
ALL	diagnosis	GBP7	NM_207398	chr1	89607452	GBP5	NM_001134486	chr1	89736317	94	10-PAPISG	+	+
ALL	diagnosis	BTBD8	NM_183242	chr1	92545943	GLMN	NM_053274	chr1	92756941	165	10-PAPISG	+	+
ALL	diagnosis	FLNB	NM_001164317	chr3	57994355	FLNB	NM_001164317	chr3	58120736	24	10-PAPISG	+	+
ALL	diagnosis			chr3	98324560	ST3GAL6	NM_006100	chr3	98481926	115	10-PAPISG	+	+
ALL	diagnosis			chr4	71554134	MOB1B	NM_173468	chr4	71768976	169	10-PAPISG	+	+
ALL	diagnosis	TMEM167A	NM_174909	chr5	82355868	TMEM167A	NM_174909	chr5	82355886	13	10-PAPISG	-	+
ALL	diagnosis	IKZF1	NM_006060	chr7	50412893	IKZF1	NM_006060	chr7	50463630	65	10-PAPISG	+	+
ALL	diagnosis	ESYT2	NM_020728	chr7	158553871	ESYT2	NM_020728	chr7	158620569	111	10-PAPISG	+	+
ALL	diagnosis			chr8	104292461	RIMS2	NM_001100117	chr8	104871973	136	10-PAPISG	+	+
ALL	diagnosis	MTAP	NM_002451	chr9	21827683	CDKN2B	NM_004936	chr9	22008302	122	10-PAPISG	+	+
ALL	diagnosis	CDKN2A	NM_058195	chr9	21975801	CDKN2B	NM_004936	chr9	22008306	180	10-PAPISG	+	+
ALL	diagnosis	PAX5	NM_016734	chr9	36929051	PAX5	NM_016734	chr9	37033017	125	10-PAPISG	+	+
ALL	diagnosis	ADD3	NM_001121	chr10	111768596	ADD3	NM_001121	chr10	111868798	55	10-PAPISG	+	+
ALL	diagnosis	RAG1	NM_000448	chr11	36599137	C11orf74	NM_138787	chr11	36638038	57	10-PAPISG	+	+
ALL	diagnosis	FERMT3	NM_031471	chr11	63974979	DNAJC4	NM_005528	chr11	63998697	36	10-PAPISG	+	+
ALL	diagnosis	TMEM123	NM_052932	chr11	102322495			chr11	102362928	73	10-PAPISG	+	+
ALL	diagnosis			chr12	92278160	BTG1	NM_001731	chr12	92538075	127	10-PAPISG	+	+
ALL	diagnosis			chr13	44848322	TSC22D1	NM_006022	chr13	45010462	83	10-PAPISG	+	+
ALL	diagnosis	RB1	NM_000321	chr13	48984549	RCBTB2	NM_001268	chr13	49079816	85	10-PAPISG	+	+
ALL	diagnosis			chr14	107095123	EPOR	NM_000121	chr19	11488934	28	10-PAPISG	+	+
ALL	diagnosis	ABR	NM_001159746	chr17	1086268			chr17	1104641	142	10-PAPISG	-	+
ALL	diagnosis	USP9X	NM_001039590	chrX	41064043			chrX	41301763	65	10-PAPISG	+	+
ALL	diagnosis	ARHGEF6	NM_004840	chrX	135824944	ARHGEF6	NM_004840	chrX	135862236	111	10-PAPISG	+	+
ALL	relapse	LINC01141	NR_033887	chr1	20708961			chr4	4795554	9	10-PAPISG	-	-
ALL	relapse			chr1	68155507	GNG12	NM_018841	chr1	68220323	118	10-PAPISG	+	+
ALL	relapse	GBP7	NM_207398	chr1	89607452	GBP5	NM_001134486	chr1	89736317	82	10-PAPISG	+	+
ALL	relapse	BTBD8	NM_183242	chr1	92545943	GLMN	NM_053274	chr1	92756941	148	10-PAPISG	+	+
ALL	relapse	ARL8B	NM_018184	chr3	5219885	EDEM1	NM_014674	chr3	5250450	75	10-PAPISG	+	+
ALL	relapse	FLNB	NM_001164317	chr3	57994355	FLNB	NM_001164317	chr3	58120872	34	10-PAPISG	+	+
ALL	relapse			chr3	98324560	ST3GAL6	NM_006100	chr3	98481926	91	10-PAPISG	+	+
ALL	relapse			chr4	71554133	MOB1B	NM_173468	chr4	71768974	189	10-PAPISG	+	+
ALL	relapse	IKZF1	NM_006060	chr7	50412866	IKZF1	NM_006060	chr7	50463649	25	10-PAPISG	+	+
ALL	relapse	ESYT2	NM_020728	chr7	158553871	ESYT2	NM_020728	chr7	158620569	94	10-PAPISG	+	+
ALL	relapse			chr8	104292461	RIMS2	NM_001100117	chr8	104871973	111	10-PAPISG	+	+
ALL	relapse	MTAP	NM_002451	chr9	21827683	CDKN2B	NM_004936	chr9	22008302	91	10-PAPISG	+	+
ALL	relapse	CDKN2A	NM_058195	chr9	21975801	CDKN2B	NM_004936	chr9	22008306	141	10-PAPISG	+	+
ALL	relapse	PAX5	NM_016734	chr9	36929051	PAX5	NM_016734	chr9	37033017	209	10-PAPISG	+	+
ALL	relapse	ADD3	NM_001121	chr10	111768596	ADD3	NM_001121	chr10	111868798	43	10-PAPISG	+	+
ALL	relapse	RAG1	NM_000448	chr11	36599098	C11orf74	NM_138787	chr11	36638067	27	10-PAPISG	+	+
ALL	relapse	FERMT3	NM_031471	chr11	63975085	DNAJC4	NM_005528	chr11	63998684	66	10-PAPISG	+	+
ALL	relapse	TMEM123	NM_052932	chr11	102322495			chr11	102362928	61	10-PAPISG	+	+
ALL	relapse			chr12	92278160	BTG1	NM_001731	chr12	92538075	110	10-PAPISG	+	+
ALL	relapse			chr13	44848322	TSC22D1	NM_006022	chr13	45010462	79	10-PAPISG	+	+
ALL	relapse			chr13	48774807	RB1	NM_000321	chr13	48879010	63	10-PAPISG	+	+
ALL	relapse	RB1	NM_000321	chr13	48984549	RCBTB2	NM_001268	chr13	49079816	50	10-PAPISG	+	+
ALL	relapse			chr14	107095123	EPOR	NM_000121	chr19	11488934	36	10-PAPISG	+	+
ALL	relapse	ABR	NM_001159746	chr17	1086268			chr17	1104641	208	10-PAPISG	-	+
ALL	relapse	USP9X	NM_001039590	chrX	41064043			chrX	41301763	70	10-PAPISG	+	+
ALL	relapse	ARHGEF6	NM_004840	chrX	135824944	ARHGEF6	NM_004840	chrX	135862236	85	10-PAPISG	+	+
ALL	relapse	CCDC173	NM_001085447	chr2	170525128			chr3	75718622	7	10-PAPJHB	+	+
ALL	relapse	FLNB	NM_001164317	chr3	57994358	FLNB	NM_001164317	chr3	58051225	56	10-PAPJHB	+	+
ALL	relapse	SUN3	NM_001030019	chr7	48034788			chr21	44682671	5	10-PAPJHB	+	+
ALL	relapse	IKZF1	NM_006060	chr7	50347400	IKZF1	NM_006060	chr7	50434982	202	10-PAPJHB	+	+
ALL	relapse	BPGM	NM_001724	chr7	134354679			chr7	134374133	111	10-PAPJHB	+	+
ALL	relapse			chr9	21793185	CDKN2A	NM_058195	chr9	21993817	19	10-PAPJHB	+	+
ALL	relapse	PLXDC2	NM_032812	chr10	20506017	RAB11FIP4	NM_032932	chr17	29773231	11	10-PAPJHB	-	+
ALL	relapse	SPI1	NM_001080547	chr11	47399654			chr11	47414137	121	10-PAPJHB	-	+
ALL	relapse	ETV6	NM_001987	chr12	11923241	ETV6	NM_001987	chr12	12030387	73	10-PAPJHB	+	-
ALL	relapse	ETV6	NM_001987	chr12	12000818			chr12	12140940	29	10-PAPJHB	-	+
ALL	relapse	CUX2	NM_015267	chr12	111782839	SH2B3	NM_005475	chr12	111869185	75	10-PAPJHB	+	+
ALL	relapse	SUZ12P1	NR_024187	chr17	29060388	NF1	NM_000267	chr17	29480311	30	10-PAPJHB	+	+
ALL	diagnosis	FLNB	NM_001164317	chr3	57994358	FLNB	NM_001164317	chr3	58051225	37	10-PAPJHB	+	+
ALL	diagnosis	IKZF1	NM_006060	chr7	50347388	IKZF1	NM_006060	chr7	50434977	148	10-PAPJHB	+	+
ALL	diagnosis	BPGM	NM_001724	chr7	134354679			chr7	134374133	67	10-PAPJHB	+	+
ALL	diagnosis			chr9	21793185	CDKN2A	NM_058195	chr9	21993813	27	10-PAPJHB	+	+
ALL	diagnosis	SPI1	NM_001080547	chr11	47399654			chr11	47414137	102	10-PAPJHB	-	+
ALL	diagnosis	CUX2	NM_015267	chr12	111782839	SH2B3	NM_005475	chr12	111869185	32	10-PAPJHB	+	+
ALL	diagnosis	PSPC1	NM_001042414	chr13	20356172	ZMYM5	NM_001039649	chr13	20435636	16	10-PAPJHB	+	+
ALL	diagnosis			chr14	96083157	TCL1B	NM_004918	chr14	96153464	18	10-PAPJHB	+	+
ALL	diagnosis	SUZ12P1	NR_024187	chr17	29060388	NF1	NM_000267	chr17	29480311	10	10-PAPJHB	+	+
ALL	relapse	SPDYA	NM_001008779	chr2	29041030	SPDYA	NM_001008779	chr2	29042692	21	10-PAPJHR	-	-
ALL	relapse	RAF1	NM_002880	chr3	12696232			chr10	101851838	14	10-PAPJHR	+	+
ALL	relapse	SEMA6A	NM_020796	chr5	115803064	SEMA6A	NM_020796	chr5	115805894	56	10-PAPJHR	+	+
ALL	relapse			chr5	157451510	RNF145	NM_144726	chr5	158605002	30	10-PAPJHR	+	+
ALL	relapse	ABCA13	NM_152701	chr7	48333255			chr7	51507435	37	10-PAPJHR	+	+
ALL	relapse	TOX	NM_014729	chr8	60031554			chr8	60249651	85	10-PAPJHR	+	+
ALL	relapse	RAG1	NM_000448	chr11	36601037	C11orf74	NM_138787	chr11	36638039	56	10-PAPJHR	+	+
ALL	relapse	B3GAT3	NM_012200	chr11	62388340			chr20	53055469	48	10-PAPJHR	+	+
ALL	relapse	B3GAT3	NM_012200	chr11	62388330	BCAS1	NM_003657	chr20	52649511	6	10-PAPJHR	+	-
ALL	relapse			chr13	22241656	RBFOX1	NM_001142333	chr16	6394948	87	10-PAPJHR	-	+
ALL	relapse	RB1	NM_000321	chr13	48984539	RCBTB2	NM_001268	chr13	49075076	48	10-PAPJHR	+	+
ALL	relapse	BCAS1	NM_003657	chr20	52648935			chr20	59382013	16	10-PAPJHR	-	-
ALL	diagnosis	FAM19A1	NM_213609	chr3	68177286			chrM	16334	3	10-PAPJHR	-	+
ALL	diagnosis	TBL1XR1	NM_024665	chr3	176768702			chr3	176961789	15	10-PAPJHR	+	+
ALL	diagnosis	RARS2	NM_020320	chr6	88290056	AKIRIN2	NM_018064	chr6	88411810	47	10-PAPJHR	+	+
ALL	diagnosis	IKZF1	NM_006060	chr7	50345517	IKZF1	NM_006060	chr7	50440829	73	10-PAPJHR	-	+
ALL	diagnosis	TOX	NM_014729	chr8	60031554			chr8	60249651	91	10-PAPJHR	+	+
ALL	diagnosis	WISP1	NM_003882	chr8	134207023			chr21	43005646	4	10-PAPJHR	-	+
ALL	diagnosis	PAX5	NM_016734	chr9	37013589	PAX5	NM_016734	chr9	37015449	58	10-PAPJHR	-	-
ALL	diagnosis	FAM53B	NM_014661	chr10	126375989	FAM53B	NM_014661	chr10	126389696	85	10-PAPJHR	+	+
ALL	diagnosis	RAG2	NM_000536	chr11	36619557	C11orf74	NM_138787	chr11	36638034	35	10-PAPJHR	+	+
ALL	diagnosis	UBASH3B	NM_032873	chr11	122568557	UBASH3B	NM_032873	chr11	122665665	84	10-PAPJHR	-	-
ALL	diagnosis	ETV6	NM_001987	chr12	11838237	ETV6	NM_001987	chr12	12030944	72	10-PAPJHR	+	+
ALL	diagnosis			chr12	92278168	BTG1	NM_001731	chr12	92538077	16	10-PAPJHR	+	+
ALL	diagnosis	ELF1	NM_001145353	chr13	41550354	ELF1	NM_172373	chr13	41592087	47	10-PAPJHR	+	+
ALL	diagnosis	CTCF	NM_001191022	chr16	67625504	RLTPR	NM_001013838	chr16	67686858	6	10-PAPJHR	+	+
ALL	diagnosis	SAFB	NM_002967	chr19	5639865	SAFB	NM_002967	chr19	5642855	9	10-PAPJHR	+	+
ALL	diagnosis			chrX	2061527	DHRSX	NM_145177	chrX	2311870	9	10-PAPJHR	-	-
ALL	relapse	IFT172	NM_015662	chr2	27696976			chr2	133031368	24	10-PAPJIB	+	-
ALL	relapse			chr4	117660235	LARGE	NM_004737	chr22	33958257	59	10-PAPJIB	-	-
ALL	diagnosis	SUN3	NM_001030019	chr7	48034798			chr21	44682690	5	10-PAPJIB	+	+
ALL	diagnosis	PAG1	NM_018440	chr8	82019840			chr8	82053610	77	10-PAPJIB	+	+
ALL	diagnosis	PAX5	NM_016734	chr9	36875674	PAX5	NM_016734	chr9	36925762	83	10-PAPJIB	+	+
ALL	relapse	SH3BP5	NM_001018009	chr3	15311863	SH3BP5	NM_001018009	chr3	15370406	46	10-PAPJXI	+	+
ALL	relapse			chr3	23080164	UBE2E2	NM_152653	chr3	23245394	103	10-PAPJXI	+	+
ALL	relapse	ROBO1	NM_001145845	chr3	78952131	ROBO1	NM_001145845	chr3	78992129	26	10-PAPJXI	+	+
ALL	relapse	CD200	NM_001004196	chr3	112053666			chr3	112218474	79	10-PAPJXI	+	+
ALL	relapse	RUVBL1	NM_003707	chr3	127807388	RUVBL1	NM_003707	chr3	127810019	41	10-PAPJXI	-	+
ALL	relapse	ATAT1	NM_001031722	chr6	30608060	NRM	NM_007243	chr6	30657237	32	10-PAPJXI	+	+
ALL	relapse	ARMC2	NM_032131	chr6	109242815	SESN1	NM_014454	chr6	109330014	93	10-PAPJXI	+	+
ALL	relapse			chr12	38534066	LOXL1	NM_005576	chr15	74239628	15	10-PAPJXI	-	-
ALL	relapse	KMT2D	NM_003482	chr12	49447553			chr12	49449611	94	10-PAPJXI	-	-
ALL	relapse	RB1	NM_000321	chr13	48984546			chr13	49166863	126	10-PAPJXI	+	+
ALL	relapse			chr15	20431927	CYFIP1	NM_014608	chr15	22930218	14	10-PAPJXI	+	+
ALL	relapse			chr15	60358279	RAB8B	NM_016530	chr15	63483924	4	10-PAPJXI	-	+
ALL	relapse	RAB8B	NM_016530	chr15	63483946			chr15	68754653	208	10-PAPJXI	-	-
ALL	relapse			chr15	70771185	CD276	NM_001024736	chr15	74001921	189	10-PAPJXI	-	-
ALL	relapse			chr15	70901151	NEO1	NM_001172623	chr15	73549734	30	10-PAPJXI	-	-
ALL	relapse			chr21	19301082	TIAM1	NM_003253	chr21	32786429	233	10-PAPJXI	+	+
ALL	relapse			chr21	15465085	DSCR8	NR_026838	chr21	39495592	15	10-PAPJXI	-	+
ALL	relapse	USP25	NM_013396	chr21	17136878			chr21	18721960	36	10-PAPJXI	-	+
ALL	relapse	MIR99AHG	NR_027790	chr21	17980596			chr21	43122490	87	10-PAPJXI	+	+
ALL	relapse	MIR99AHG	NR_027790	chr21	17971709	DSCR8	NR_026838	chr21	39494755	37	10-PAPJXI	+	+
ALL	relapse			chr21	18391883	USP16	NM_001001992	chr21	30417089	14	10-PAPJXI	-	+
ALL	relapse			chr21	19129336	GABPA	NM_002040	chr21	27139929	6	10-PAPJXI	+	+
ALL	relapse	JAM2	NM_021219	chr21	27041518			chr21	27163039	167	10-PAPJXI	+	-
ALL	relapse	JAM2	NM_021219	chr21	27062090	CYYR1	NM_052954	chr21	27911025	140	10-PAPJXI	+	+
ALL	relapse			chr21	28274936	BRWD1	NM_018963	chr21	40624110	111	10-PAPJXI	+	-
ALL	relapse	ADAMTS5	NM_007038	chr21	28315238			chr21	41107668	96	10-PAPJXI	+	-
ALL	relapse			chr21	28741747	PCP4	NM_006198	chr21	41262577	5	10-PAPJXI	-	+
ALL	relapse	USP16	NM_001001992	chr21	30416695			chr21	33614228	94	10-PAPJXI	+	-
ALL	relapse	MAP3K7CL	NM_020152	chr21	30514348			chr21	30750550	74	10-PAPJXI	-	+
ALL	relapse	GRIK1	NM_000830	chr21	31037687	GRIK1	NM_000830	chr21	31287164	68	10-PAPJXI	+	+
ALL	relapse	TIAM1	NM_003253	chr21	32844580			chr21	35368413	96	10-PAPJXI	-	+
ALL	relapse			chr21	33588049	SIM2	NM_005069	chr21	38094035	50	10-PAPJXI	-	-
ALL	relapse	EVA1C	NM_058187	chr21	33867883	DSCAM	NM_001389	chr21	41647490	44	10-PAPJXI	+	-
ALL	relapse	ITSN1	NM_001001132	chr21	35142037	KCNE2	NM_172201	chr21	35741238	191	10-PAPJXI	+	+
ALL	relapse			chr21	35368508	DOPEY2	NM_005128	chr21	37643593	71	10-PAPJXI	+	-
ALL	relapse	MRPS6	NM_032476	chr21	35486464			chr21	35552787	234	10-PAPJXI	+	+
ALL	relapse	DOPEY2	NM_005128	chr21	37544764	CLDN14	NM_001146077	chr21	37910258	63	10-PAPJXI	-	+
ALL	relapse	DOPEY2	NM_005128	chr21	37663558			chr21	39693665	21	10-PAPJXI	+	+
ALL	relapse	SIM2	NM_005069	chr21	38072061			chr21	39383467	12	10-PAPJXI	-	-
ALL	relapse	TTC3	NM_001001894	chr21	38465733			chr21	39370967	25	10-PAPJXI	-	+
ALL	relapse	KCNJ6	NM_002240	chr21	39202581	WRB	NM_001146218	chr21	40768618	190	10-PAPJXI	+	+
ALL	relapse	KCNJ6	NM_002240	chr21	39225184			chr21	41113889	11	10-PAPJXI	+	-
ALL	relapse	DSCR8	NR_026838	chr21	39495274			chr21	43123796	48	10-PAPJXI	+	+
ALL	relapse	DSCR8	NR_026838	chr21	39516659	DSCAM	NM_001389	chr21	41638413	20	10-PAPJXI	-	+
ALL	relapse			chr21	43013729	LINC00111	NR_024367	chr21	43102902	257	10-PAPJXI	-	+
ALL	relapse	WDR4	NM_018669	chr21	44271555	WDR4	NM_018669	chr21	44272423	299	10-PAPJXI	+	-
ALL	diagnosis	PMF1	NM_007221	chr1	156186230			chr8	46940389	6	10-PAPJXI	-	+
ALL	diagnosis	ZBTB41	NM_194314	chr1	197127933	ZBTB41	NM_194314	chr1	197128475	50	10-PAPJXI	+	+
ALL	diagnosis			chr1	206843702	AIDA	NM_022831	chr1	222847589	42	10-PAPJXI	+	+
ALL	diagnosis	IFT172	NM_015662	chr2	27696976			chr2	133031368	19	10-PAPJXI	+	-
ALL	diagnosis	SH3BP5	NM_001018009	chr3	15311863	SH3BP5	NM_001018009	chr3	15370406	37	10-PAPJXI	+	+
ALL	diagnosis			chr3	23080164	UBE2E2	NM_152653	chr3	23245394	115	10-PAPJXI	+	+
ALL	diagnosis	ROBO1	NM_001145845	chr3	78952131	ROBO1	NM_001145845	chr3	78992129	30	10-PAPJXI	+	+
ALL	diagnosis	CD200	NM_001004196	chr3	112053666			chr3	112218474	73	10-PAPJXI	+	+
ALL	diagnosis	RUVBL1	NM_003707	chr3	127807388	RUVBL1	NM_003707	chr3	127810019	46	10-PAPJXI	-	+
ALL	diagnosis	ATAT1	NM_001031722	chr6	30608060	NRM	NM_007243	chr6	30657237	33	10-PAPJXI	+	+
ALL	diagnosis	ARMC2	NM_032131	chr6	109242815	SESN1	NM_014454	chr6	109330014	72	10-PAPJXI	+	+
ALL	diagnosis	EIF1AD	NM_032325	chr11	65765236			chr22	36027691	47	10-PAPJXI	-	-
ALL	diagnosis			chr12	38534066	LOXL1	NM_005576	chr15	74239628	5	10-PAPJXI	-	-
ALL	diagnosis	KMT2D	NM_003482	chr12	49447553			chr12	49449611	99	10-PAPJXI	-	-
ALL	diagnosis	RB1	NM_000321	chr13	48984546			chr13	49166863	98	10-PAPJXI	+	+
ALL	diagnosis			chr15	47687679	RORA	NM_134261	chr15	61482851	12	10-PAPJXI	-	-
ALL	diagnosis			chr15	47687851	SLC12A1	NM_000338	chr15	48528201	31	10-PAPJXI	+	-
ALL	diagnosis			chr16	33950683	WDR59	NM_030581	chr16	74919804	19	10-PAPJXI	+	+
ALL	diagnosis			chr21	19301082	TIAM1	NM_003253	chr21	32786429	201	10-PAPJXI	+	+
ALL	diagnosis			chr21	15465085	DSCR8	NR_026838	chr21	39495592	19	10-PAPJXI	-	+
ALL	diagnosis	USP25	NM_013396	chr21	17136878			chr21	18721960	51	10-PAPJXI	-	+
ALL	diagnosis	MIR99AHG	NR_027790	chr21	17980596			chr21	43122490	91	10-PAPJXI	+	+
ALL	diagnosis	MIR99AHG	NR_027790	chr21	17971709	DSCR8	NR_026838	chr21	39494755	47	10-PAPJXI	+	+
ALL	diagnosis			chr21	18391883	USP16	NM_001001992	chr21	30417446	12	10-PAPJXI	-	+
ALL	diagnosis			chr21	19129336	GABPA	NM_002040	chr21	27139929	9	10-PAPJXI	+	+
ALL	diagnosis	JAM2	NM_021219	chr21	27041518			chr21	27163039	188	10-PAPJXI	+	-
ALL	diagnosis	JAM2	NM_021219	chr21	27062090	CYYR1	NM_052954	chr21	27911025	154	10-PAPJXI	+	+
ALL	diagnosis			chr21	28274936	BRWD1	NM_018963	chr21	40624110	109	10-PAPJXI	+	-
ALL	diagnosis	ADAMTS5	NM_007038	chr21	28315238			chr21	41107668	111	10-PAPJXI	+	-
ALL	diagnosis			chr21	28741888	PCP4	NM_006198	chr21	41262571	3	10-PAPJXI	-	+
ALL	diagnosis	USP16	NM_001001992	chr21	30416695			chr21	33614228	88	10-PAPJXI	+	-
ALL	diagnosis	MAP3K7CL	NM_020152	chr21	30514347			chr21	30750550	81	10-PAPJXI	-	+
ALL	diagnosis	GRIK1	NM_000830	chr21	31037687	GRIK1	NM_000830	chr21	31287164	67	10-PAPJXI	+	+
ALL	diagnosis			chr21	32133322	SCAF4	NM_001145444	chr21	33095281	26	10-PAPJXI	-	-
ALL	diagnosis	TIAM1	NM_003253	chr21	32717479	PCP4	NM_006198	chr21	41262613	3	10-PAPJXI	-	-
ALL	diagnosis	TIAM1	NM_003253	chr21	32852811			chr21	43124860	114	10-PAPJXI	+	+
ALL	diagnosis			chr21	33588056	SIM2	NM_005069	chr21	38093797	51	10-PAPJXI	-	-
ALL	diagnosis	EVA1C	NM_058187	chr21	33867883	DSCAM	NM_001389	chr21	41647490	43	10-PAPJXI	+	-
ALL	diagnosis	ITSN1	NM_001001132	chr21	35142037	KCNE2	NM_172201	chr21	35741238	183	10-PAPJXI	+	+
